N°_département_(BAN),Date_réception_DPE,Date_établissement_DPE,Date_visite_diagnostiqueur,Etiquette_GES,Etiquette_DPE,Année_construction,Surface_habitable_logement,Adresse_(BAN),Code_postal_(BAN)
72,2023-07-10,2023-07-10,2023-07-07,B,D,1977,150,Lieu Dit la Grande Plante 72210 Souligné-Flacé,72210
72,2022-07-06,2022-07-06,2022-07-06,B,D,2011,36.5,6b Rue dâ€ Isaac 72000 Le Mans,72000
72,2022-04-05,2022-04-05,2022-04-05,B,D,1990,39.3,31 rue de Torcé 72100 Le Mans,72100
72,2022-09-16,2022-09-16,2022-03-25,B,D,,34,5 Rue de Lorraine 72000 Le Mans,72000
72,2021-12-31,2021-12-31,2021-12-31,B,D,2005,91.9,Lieu Dit le Colombier 72160 Tuffé Val de la Chéronne,72160
72,2021-11-26,2021-11-26,2021-11-26,B,D,1947,41.1,49 Rue Siéyès 72000 Le Mans,72000
72,2021-10-25,2021-10-25,2021-10-22,B,D,2006,66.6,24 Rue Florant 72400 La Ferté-Bernard,72400
72,2022-03-08,2022-03-08,2022-03-08,B,D,1948,50.5,rue Juan les Pins 72190 Coulaines,72190
72,2022-03-01,2022-03-01,2022-03-01,B,D,1982,140.3,1 Rue du Pressoir 72300 Précigné,72300
72,2021-11-26,2021-11-26,2021-11-25,B,D,1998,91.7,7 Impasse des Acacias 72130 Gesnes-le-Gandelin,72130
72,2022-04-22,2022-04-22,2021-09-01,B,D,1947,47.1,1 Rue Gambetta 72000 Le Mans,72000
72,2022-08-02,2022-08-02,2022-07-20,B,D,,32.7,20 Avenue de la Gare 72320 Vibraye,72320
72,2021-12-03,2021-12-03,2021-12-03,B,D,2005,67.9,Rue de la Mission 72000 Le Mans,72000
72,2023-02-22,2023-02-22,2023-02-28,B,D,,185,Lieu Dit la Charmille 72200 Crosmières,72200
72,2022-02-17,2022-02-17,2022-02-17,B,D,2004,61.1,7 Rue dâ€ Anjou 72200 Le Bailleul,72200
72,2021-10-28,2021-10-28,2021-10-28,B,D,1947,18,8 Place de lâ€™Eperon 72000 Le Mans,72000
72,2021-11-16,2021-11-16,2021-11-15,B,D,1947,78.8,150 Rue de la Ferronnerie 72250 Parigné-l'Évêque,72250
72,2022-04-08,2022-04-07,2022-04-07,B,D,1978,65,5 Passage des Arcades 72000 Le Mans,72000
72,2022-05-04,2022-05-04,2022-05-04,B,D,1999,17.9,7 Boulevard Georges Méliés 72000 Le Mans,72000
72,2021-11-05,2021-11-05,2021-11-05,B,D,2006,96.6,15 Allée Marie Curie 72200 La Flèche,72200
72,2022-03-28,2022-03-28,2022-03-28,B,D,1949,57.7,8 Rue de la Douve 72350 Brûlon,72350
72,2023-06-05,2023-06-05,2023-06-05,B,D,1994,151.1,9 allée de la Fontaine 72650 La Chapelle-Saint-Aubin,72650
72,2022-04-01,2022-04-01,2022-04-01,B,D,1994,63.3,229b Avenue Bollée 72000 Le Mans,72000
72,2022-03-23,2022-03-23,2022-03-23,B,D,1947,66.6,1 Rue de la Pointe 72450 Montfort-le-Gesnois,72450
72,2021-11-23,2021-11-23,2021-11-23,B,D,1989,65.7,13 Rue Mangeard 72000 Le Mans,72000
72,2022-11-16,2022-11-16,2022-11-15,B,D,,54,15 Rue de la Nation 72600 Mamers,72600
72,2022-01-27,2022-01-27,2022-01-26,B,D,1995,107.8,39 Rue Dubignon 72000 Le Mans,72000
72,2021-10-28,2021-10-28,2021-10-27,B,D,2006,74.2,2 Clos des Tulipes 72560 Changé,72560
72,2022-07-26,2022-07-26,2022-07-26,B,D,,21,8 Place de lâ€ Eperon 72000 Le Mans,72000
72,2021-11-26,2021-11-26,2021-11-26,B,D,1947,41.1,49 Rue Siéyès 72000 Le Mans,72000
72,2022-06-23,2022-06-23,2022-06-23,B,D,1950,45.5,188 Avenue de Verdun 72400 La Ferté-Bernard,72400
72,2022-01-18,2022-01-18,2022-01-18,B,D,1960,111.4,14 Chemin des Sables 72470 Champagné,72470
72,2022-10-21,2022-10-21,2022-10-13,B,D,,39,32 avenue de la Liberté 72230 Arnage,72230
72,2022-06-16,2022-06-16,2022-06-16,B,D,,76,33 Rue Olivier Gendebien 72100 Le Mans,72100
72,2022-02-11,2022-02-11,2022-02-11,B,D,2000,48.3,4 Avenue Bollée 72000 Le Mans,72000
72,2022-06-21,2022-06-21,2022-06-21,B,D,2005,36.9,13 Boulevard de la Petite Vitesse 72210 La Suze-sur-Sarthe,72210
72,2022-06-02,2022-06-02,2022-06-02,B,D,1991,23,64 Rue Barbier 72000 Le Mans,72000
72,2023-08-29,2023-08-29,2023-08-29,B,D,,58,27 rue Marivaux 72000 Le Mans,72000
72,2022-03-30,2022-03-30,2022-03-29,B,D,1989,153.2,48 Rue Claude Hilleret 72000 Le Mans,72000
72,2022-11-25,2022-11-25,2022-11-25,B,D,1994,36.8,11 rue des Perrons 72000 Le Mans,72000
72,2021-12-02,2021-12-02,2021-12-02,B,D,1975,98.5,22 Rue du Pont 72610 Champfleur,72610
72,2023-02-10,2023-02-10,2023-02-10,B,D,,179.4,1140 Route de Beauchene 72250 Parigné-l'Évêque,72250
72,2022-05-05,2022-05-05,2022-05-04,B,D,,148,678 Lieu Dit les Guettes 72250 Parigné-l'Évêque,72250
72,2022-09-29,2022-09-29,2022-09-28,B,D,,95.1,8 Rue des Capucines 72320 Saint-Jean-des-Échelles,72320
72,2023-03-27,2023-03-27,2023-03-27,B,D,1993,82.3,1 Rue de Saint Julien 72300 Vion,72300
72,2022-02-04,2022-02-04,2021-07-22,B,D,1947,39.6,10 Rue d'Erve 72300 Sablé-sur-Sarthe,72300
72,2022-03-29,2022-03-29,2022-03-28,B,D,1947,145,4 Rue de la Quinte 72240 Lavardin,72240
72,2023-07-10,2023-07-10,2023-07-10,B,D,,50.5,13 Rue de l'Eglise 72650 La Bazoge,72650
72,2021-12-01,2021-12-01,2021-12-01,B,D,1988,106,6 Rue Maitre Jean Aveline 72390 Le Luart,72390
72,2022-03-17,2022-03-17,2022-03-14,B,D,1947,71.1,28bis Rue Thoury 72450 Montfort-le-Gesnois,72450
72,2023-03-07,2023-03-07,2023-03-07,B,D,1986,138.4,4 Rue du Vivier 72320 Lamnay,72320
72,2022-06-02,2022-06-02,2022-06-01,B,D,,21,Allée Jean Jaurès 72000 Le Mans,72000
72,2021-12-15,2021-12-13,2021-12-13,B,D,1949,121.2,Mézières-sous-Lavardin,72240
72,2022-07-06,2022-07-06,2022-07-06,B,D,,40.2,107 Rue de la Madeleine 72000 Le Mans,72000
72,2022-03-29,2022-03-29,2022-03-29,B,D,1947,97.4,Le Petit Peze 72330 Yvré-le-Pôlin,72330
72,2021-11-04,2021-11-04,2021-11-03,B,D,2001,112,26 Route des Pilavinières 72370 Le Breil-sur-Mérize,72370
72,2021-10-25,2021-10-25,2021-10-22,B,D,2006,66.6,24 Rue Florant 72400 La Ferté-Bernard,72400
72,2022-01-04,2022-01-04,2022-01-04,B,D,2008,78,6 Rue Albert Vedy 72300 Juigné-sur-Sarthe,72300
72,2021-11-20,2021-11-20,2021-11-10,B,D,1948,84.4,4 Rue des Jonquilles 72300 Sablé-sur-Sarthe,72300
72,2022-05-04,2022-05-04,2022-05-03,B,D,2005,78.6,56 Rue Sainte Marie 72530 Yvré-l'Évêque,72530
72,2022-03-28,2022-03-28,2022-03-28,B,D,2007,81.4,3 Rue George Sand 72440 Bouloire,72440
72,2022-06-22,2022-06-22,2022-06-02,B,D,,23.2,17 Rue de lâ€ Ormeau 72000 Le Mans,72000
72,2021-11-20,2021-11-20,2021-11-20,B,D,2011,96.9,26 Rue des Charmes 72400 La Ferté-Bernard,72400
72,2021-10-13,2021-10-13,2021-10-13,B,D,1973,71,371 Route des Ventes 72150 Saint-Vincent-du-Lorouër,72150
72,2021-10-22,2021-10-22,2021-10-22,B,D,1948,49.2,45 Rue de Barcelone 72000 Le Mans,72000
72,2022-07-13,2022-07-13,2022-07-13,B,D,,21,16 Rue de DegrÃ 72000 Le Mans,72000
72,2021-12-27,2021-12-27,2021-12-27,B,D,1948,110,23 Rue des Bleuets 72250 Brette-les-Pins,72250
72,2021-10-29,2021-10-21,2021-10-21,B,D,2006,90,15bis rue de Chinon 72000 Le Mans,72000
72,2021-11-26,2021-11-26,2021-11-26,B,D,2000,80.9,3 Rue de la Tortue 72200 La Flèche,72200
72,2022-08-02,2022-08-02,2022-08-01,B,D,,29.3,9 Rue de l'Ile 72300 Sablé-sur-Sarthe,72300
72,2021-11-11,2021-11-11,2021-11-10,B,D,1947,230,19ter Rue Victor Hugo 72510 Requeil,72510
72,2022-07-25,2022-07-25,2022-07-25,B,D,1993,22,160bis avenue Bollée 72000 Le Mans,72000
72,2022-03-11,2022-03-11,2022-03-11,B,D,2009,90.7,23 Lotissement le Clos Neuf 72240 La Chapelle-Saint-Fray,72240
72,2021-10-28,2021-10-28,2021-10-28,B,D,1947,54,44 Rue de la Mairie 72400 Saint-Aubin-des-Coudrais,72400
72,2022-10-18,2022-10-18,2022-10-14,B,D,,116.4,23 Rue Bailleul 72130 Fresnay-sur-Sarthe,72130
72,2021-09-14,2021-09-14,2021-09-14,B,D,1948,139.8,1 Lieu Dit le Relais 72150 Villaines-sous-Lucé,72150
72,2021-10-31,2021-10-31,2021-10-28,B,D,1948,107.4,La Plate Rue 72390 Lavaré,72390
72,2022-06-28,2022-06-28,2022-06-28,B,D,2002,75.7,33 Rue des Bordeaux 72200 Le Bailleul,72200
72,2023-07-18,2023-07-17,2023-07-17,B,D,1997,177,14 Rue de la Futaie 72460 Sillé-le-Philippe,72460
72,2022-02-24,2022-02-24,2022-02-24,B,D,1989,20.1,2 Rue de lâ€ Arche 72000 Le Mans,72000
72,2022-01-06,2022-01-06,2022-01-06,B,D,1983,80,15 Rue Virette 72400 La Ferté-Bernard,72400
72,2022-07-26,2022-07-26,2022-07-26,B,D,1981,149,Route de Domfront En Champagne 72240 La Chapelle-Saint-Fray,72240
72,2023-09-15,2023-09-15,2023-09-15,B,D,,89,61 Rue de la Madeleine 72650 La Bazoge,72650
72,2022-07-01,2022-07-01,2022-07-01,B,D,,84.7,lieu dit le jardin des bois 72550 Coulans-sur-Gée,72550
72,2022-11-09,2022-11-09,2022-11-08,B,D,,116,42 Rue des Plantes 72200 La Flèche,72200
72,2022-06-05,2022-05-11,2022-06-11,B,D,1982,91,11 Rue Platon 72000 Le Mans,72000
72,2021-10-21,2021-10-21,2021-10-19,B,D,1947,104.5,Le Pont de Forge 72460 Savigné-l'Évêque,72460
72,2022-05-25,2022-05-25,2022-05-25,B,D,,74.4,14 Chemin des Grandes Loges 72230 Arnage,72230
72,2021-11-30,2021-11-30,2021-11-30,B,D,1977,108.6,5 Rue Blaise Pascal 72470 Champagné,72470
72,2022-09-29,2022-09-29,2022-09-29,B,D,1949,32.8,9 rue Coëffort 72000 Le Mans,72000
72,2021-11-02,2021-11-02,2021-10-29,B,D,1978,110.3,Le Grand Patis 72150 Pruillé-l'Éguillé,72150
72,2022-05-09,2022-05-09,2022-05-09,B,D,2003,113.5,31 Rue du Souffle à l’Eau 72190 Neuville-sur-Sarthe,72190
72,2022-04-12,2022-04-12,2022-04-12,B,D,1947,82.7,8 Rue des Glycines 72250 Brette-les-Pins,72250
72,2022-10-20,2022-10-20,2022-10-20,B,D,,18.6,12 Place de la Gare 72140 Sillé-le-Guillaume,72140
72,2022-09-08,2022-09-08,2022-09-08,B,D,2012,23.2,34 boulevard Robert Jarry 72000 Le Mans,72000
72,2022-07-05,2022-07-05,2022-07-05,B,D,2011,26,6 Rue dâ€ Isaac 72000 Le Mans,72000
72,2023-07-13,2023-07-13,2023-07-12,B,D,,243.7,3 La Rougerie 72400 Avezé,72400
72,2021-10-15,2021-10-14,2021-10-14,B,D,1995,23.7,1 allée Alfred Nobel 72000 Le Mans,72000
72,2022-09-01,2022-09-01,2022-08-26,B,D,,28,4 Rue Anatole France 72600 Mamers,72600
72,2022-04-27,2022-04-27,2022-04-27,B,D,1995,79.9,6 Allée des Tourterelles 72200 La Flèche,72200
72,2021-12-01,2021-12-01,2021-11-25,B,D,2012,81.2,4 Allée de la Varenne 72290 Souligné-sous-Ballon,72290
72,2021-11-29,2021-11-29,2021-11-29,B,D,1948,17.5,4 Rue Boutier François 72540 Loué,72540
72,2021-11-24,2021-11-24,2021-11-24,B,D,1948,135,1 La Haie Marie 72600 Saint-Pierre-des-Ormes,72600
72,2022-09-09,2022-07-07,2022-05-05,B,D,1900,41.7,34 Route de Francourt 72110 Torcé-en-Vallée,72110
72,2022-11-05,2022-11-05,2022-10-19,B,D,,117.1,11 Rue du Pont de l'Arche 72150 Pruillé-l'Éguillé,72150
72,2022-12-27,2022-12-27,2022-12-26,B,D,2005,54,39 avenue Frédéric Auguste Bartholdi 72000 Le Mans,72000
72,2021-11-09,2021-11-09,2021-11-08,B,D,1947,98.1,51 Rue Carnot 72200 La Flèche,72200
72,2022-06-27,2022-06-27,2022-06-27,B,D,1924,123.5,20 Rue Sainte Croix 72000 Le Mans,72000
72,2022-10-03,2022-10-03,2022-10-03,B,D,,109,3 Place Saint-antoine 72120 Saint-Calais,72120
72,2021-12-01,2021-12-01,2021-12-01,B,D,2005,87,17 Rue de l’Aubépine 72300 Vion,72300
72,2021-11-17,2021-11-17,2021-11-17,B,D,2004,92.1,4 Rue de Sablé 72300 Précigné,72300
72,2021-10-27,2021-10-27,2021-10-27,B,D,2006,91.3,2 Impasse des Sablons 72190 Sargé-lès-le-Mans,72190
72,2022-07-07,2022-07-07,2022-07-07,B,D,1981,159.1,15 Route de la Bourgonniere 72300 Juigné-sur-Sarthe,72300
72,2022-09-28,2022-09-28,2022-09-27,B,D,1992,60.1,56 rue de Bazeilles 72000 Le Mans,72000
72,2021-11-02,2021-11-02,2021-10-28,B,D,2006,44.4,23 Avenue de Paderborn 72000 Le Mans,72000
72,2022-08-25,2022-08-25,2022-08-25,B,D,2005,42.8,41 Rue Edith Piaf 72000 Le Mans,72000
72,2022-06-27,2022-06-27,2022-06-27,B,D,2010,125,30 Rue de Berlin 72650 La Chapelle-Saint-Aubin,72650
72,2022-02-22,2022-02-22,2022-02-22,B,D,1994,23.4,160bis Avenue Bollée 72000 Le Mans,72000
72,2022-05-31,2022-05-31,2022-05-31,B,D,1996,30,173 Avenue Rhin et Danube 72000 Le Mans,72000
72,2022-11-14,2022-11-14,2022-11-10,B,D,,44.7,65 rue Joachim du Bellay 72000 Le Mans,72000
72,2023-07-06,2023-07-06,2023-07-06,B,D,2008,141,8 Rue de l'Egusson 72550 Coulans-sur-Gée,72550
72,2022-12-09,2022-12-09,2022-12-08,B,D,,64.1,35 Rue du Collège 72200 La Flèche,72200
72,2022-05-18,2022-05-18,2022-05-09,B,D,,204.2,La Vove 72140 Rouessé-Vassé,72140
72,2022-03-30,2022-03-30,2022-03-30,B,D,2001,106.2,25 Rue du Champ du Cormier 72300 Sablé-sur-Sarthe,72300
72,2023-01-21,2023-01-21,2023-01-19,B,D,,101.3,5 Rue de Verdun 72540 Loué,72540
72,2022-06-22,2022-06-22,2021-10-21,B,D,,115,168 Avenue Rhin et Danube 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-06-30,B,D,,124.4,14 Rue de l'Angebaudière 72200 La Flèche,72200
72,2022-03-21,2022-03-21,2022-03-17,B,D,1948,101.7,38 Rue du Mans 72240 Domfront-en-Champagne,72240
72,2022-01-25,2022-01-25,2021-09-09,B,D,1949,48.2,29 Rue Nationale 72380 Saint-Jean-d'Assé,72380
72,2022-06-08,2022-06-08,2022-06-08,B,D,,102.4,16 Rue Jacques Tati 72000 Le Mans,72000
72,2022-12-13,2022-12-13,2022-12-09,B,D,2012,22.5,34 boulevard Robert Jarry 72000 Le Mans,72000
72,2022-05-19,2022-05-19,2022-05-19,B,D,,72.9,10 Place de l'Eglise 72340 Marçon,72340
72,2023-02-28,2023-02-28,2023-02-28,B,D,,135.4,10 Lieu Dit le Petit Coudereau 72250 Brette-les-Pins,72250
72,2022-06-03,2022-06-03,2022-06-03,B,D,2004,97.1,12 Rue des Magnolias 72300 Précigné,72300
72,2022-01-31,2022-01-31,2022-01-31,B,D,1947,13.8,9 Rue du Midi 72000 Le Mans,72000
72,2022-07-12,2022-07-12,2022-07-12,B,D,1998,89.6,7 Rue Ménard Houdin 72500 Saint-Pierre-de-Chevillé,72500
72,2021-10-29,2021-10-29,2021-10-29,B,D,1975,137,38 Rue des Vignes 72610 Champfleur,72610
72,2022-01-05,2022-01-05,2022-01-05,B,D,2002,98.1,3 Rue du Gobillon 72220 Laigné-en-Belin,72220
72,2021-11-08,2021-11-08,2021-11-04,B,D,1947,55.2,13 Rue Honoré Broutelle 72450 Montfort-le-Gesnois,72450
72,2022-11-29,2022-11-29,2022-11-04,B,D,1949,191.7,chemin de Château-Gaillard 72000 Le Mans,72000
72,2021-11-05,2021-11-05,2021-11-04,B,D,1978,91,13 Rue du Minot 72260 Marolles-les-Braults,72260
72,2021-11-16,2021-11-16,2021-11-16,B,D,1949,45,193 Rue Nationale 72000 Le Mans,72000
72,2022-07-03,2022-06-29,2022-06-29,B,D,2004,114.2,1 Clos Marie et Victor Pion 72300 Notre-Dame-du-Pé,72300
72,2021-11-30,2021-11-30,2021-11-30,B,D,1989,21.9,14 Avenue Pierre Mendès France 72000 Le Mans,72000
72,2022-09-19,2022-09-19,2022-09-19,B,D,,20.7,6 Rue du Greffier 72000 Le Mans,72000
72,2022-04-29,2022-04-28,2022-04-28,B,D,1977,64,108 rue Chanzy 72000 Le Mans,72000
72,2023-02-27,2023-02-27,2023-02-27,B,D,2009,83.8,9 Rue des Roseaux 72500 Vaas,72500
72,2022-02-24,2022-02-24,2022-02-24,B,D,1975,192,Lieu Dit les Haies 72210 Souligné-Flacé,72210
72,2021-12-04,2021-12-04,2021-11-18,B,D,1947,66.4,36 Rue du Maine 72600 Blèves,72600
72,2022-02-19,2022-02-19,2022-02-14,B,D,1947,53,51 Rue Victor Hugo 72400 La Ferté-Bernard,72400
72,2022-08-08,2022-08-08,2022-08-08,B,D,,41,7 Boulevard Georges Méliés 72000 Le Mans,72000
72,2022-11-12,2022-11-12,2022-11-08,B,D,,85.5,6 Impasse de la Vèquerie 72700 Spay,72700
72,2022-11-23,2022-11-23,2022-11-23,B,D,2002,135.4,12 allée des Agapornis 72000 Le Mans,72000
72,2022-01-05,2022-01-05,2022-01-03,B,D,2009,81.4,Lieu Dit le Cloteau 72400 Cormes,72400
72,2022-03-30,2022-03-30,2022-03-30,B,D,1991,16.2,269 Avenue Rubillard 72000 Le Mans,72000
72,2022-01-21,2022-01-21,2022-01-21,B,D,1947,23.5,1 Rue de Cures 72240 Conlie,72240
72,2022-08-31,2022-08-31,2022-08-31,B,D,,214,8 Grande Rue 72450 Montfort-le-Gesnois,72450
72,2022-08-23,2022-08-23,2022-08-23,B,D,,31,62 Rue de Balyver 72000 Le Mans,72000
72,2022-08-05,2022-08-05,2022-08-05,B,D,1949,22.8,15 Rue Polonaise 72200 La Flèche,72200
72,2022-02-15,2022-02-14,2022-02-14,B,D,2005,140,10 Rue des Iris 72460 Saint-Corneille,72460
72,2022-07-21,2022-07-21,2022-07-01,B,D,1900,119,15 Rue du 11 Novembre 72210 La Suze-sur-Sarthe,72210
72,2022-12-21,2022-12-21,2022-12-21,B,D,2005,99.9,30 Rue des Champs Roux 72610 Oisseau-le-Petit,72610
72,2023-06-28,2023-06-28,2023-06-28,B,D,,125.5,La Petite Fosse aux Loups 72320 Courgenard,72320
72,2022-05-05,2022-05-05,2022-05-05,B,D,1949,67.1,135 Rue des Cochereaux 72000 Le Mans,72000
72,2022-02-23,2022-02-23,2022-02-23,B,D,1948,67,6 Rue des Ajoncs 72700 Spay,72700
72,2023-08-16,2023-08-16,2023-08-16,B,D,,83.4,525 Route Jacques Bouillault 72200 La Flèche,72200
72,2022-07-12,2022-07-12,2022-07-11,B,D,2001,96.5,14b Route de Chaillot 72300 Solesmes,72300
72,2023-05-25,2023-05-25,2023-05-25,B,D,,155.6,3 Impasse Jules Lambert 72220 Saint-Mars-d'Outillé,72220
72,2022-10-17,2022-10-17,2022-10-10,B,D,,125.8,rue Romain Durand 72000 Le Mans,72000
72,2021-08-06,2021-08-06,2021-08-02,B,D,,119.4,Lieu Dit la Fouquetterie 72350 Saint-Denis-d'Orques,72350
72,2021-11-22,2021-11-22,2021-11-17,B,D,1947,316,10 Place d’Armes 72110 Bonnétable,72110
72,2022-09-13,2022-09-13,2022-09-12,B,D,2006,90.3,30 Rue des Sittelles 72250 Brette-les-Pins,72250
72,2022-07-12,2022-07-12,2022-07-12,B,D,1998,89.6,7 Rue Ménard Houdin 72500 Saint-Pierre-de-Chevillé,72500
72,2022-03-30,2022-03-30,2022-03-30,B,D,1948,64.6,18 Rue des Primeveres 72000 Le Mans,72000
72,2022-03-30,2022-03-30,2022-03-30,B,D,1999,33.2,109 Rue Ambroise Paré 72000 Le Mans,72000
72,2022-11-15,2022-11-15,2022-11-15,B,D,1949,82.1,8 Place de la Libération 72110 Bonnétable,72110
72,2022-10-20,2022-10-20,2022-10-20,B,D,,36,12 Place de la Gare 72140 Sillé-le-Guillaume,72140
72,2021-11-25,2021-11-25,2021-11-25,B,D,1947,68.5,6 Rue d’Erve 72300 Sablé-sur-Sarthe,72300
72,2022-10-27,2022-10-27,2022-10-27,B,D,,37.6,7 Rue Dore 72210 La Suze-sur-Sarthe,72210
72,2021-11-15,2021-11-15,2021-11-10,B,D,1989,54.4,7 Rue d’Huisne 72400 La Ferté-Bernard,72400
72,2021-10-27,2021-09-28,2021-09-28,B,D,2000,93,,72000
72,2022-06-02,2022-06-02,2022-05-20,B,D,,65.1,25bis Rue Principale 72400 Boëssé-le-Sec,72400
72,2021-11-03,2021-11-03,2021-11-03,B,D,1948,67.6,2 Avenue Bollée 72000 Le Mans,72000
72,2022-12-15,2022-12-15,2022-12-15,B,D,,47.1,8 rue de Constantine 72000 Le Mans,72000
72,2022-09-02,2022-09-02,2022-08-29,B,D,2005,42.9,43 Rue Edith Piaf 72000 Le Mans,72000
72,2023-02-17,2023-02-17,2023-02-09,B,D,,124.1,6 Lieu Dit la Faverie 72200 Clermont-Créans,72200
72,2022-08-23,2022-08-23,2022-08-23,B,D,1977,48.7,29 rue d'Arcole 72000 Le Mans,72000
72,2022-01-07,2022-01-07,2022-01-07,B,D,1947,26.4,11 Impasse du Chapeau Rouge 72000 Le Mans,72000
72,2022-10-20,2022-10-20,2022-10-20,B,D,1970,65.1,144 rue Ambroise Paré 72000 Le Mans,72000
72,2021-11-25,2021-11-25,2021-11-22,B,D,1948,100,5 Route de la Rouzière 72220 Saint-Ouen-en-Belin,72220
72,2021-07-15,2021-07-15,2021-07-15,B,D,1990,132.4,11 Lotissement de la Gouillardise 72540 Vallon-sur-Gée,72540
72,2021-11-10,2021-11-10,2021-11-10,B,D,2003,75.1,1b Rue Girard 72270 Malicorne-sur-Sarthe,72270
72,2022-02-06,2022-02-03,2022-02-03,B,D,2000,30.9,109 rue Ambroise Paré 72000 Le Mans,72000
72,2021-11-23,2021-11-23,2021-11-23,B,D,1947,50.8,36 Rue de Farcé 72300 Sablé-sur-Sarthe,72300
72,2022-06-14,2022-06-14,2022-06-14,B,D,,51,10 Square Mabilleau 72800 La Chapelle-aux-Choux,72800
72,2022-10-07,2022-10-07,2022-10-07,B,D,,94,130 rue de la Bertinière 72100 Le Mans,72100
72,2022-07-26,2022-07-26,2022-07-26,B,D,1990,90.3,38 Rue de Horncastle 72110 Bonnétable,72110
72,2022-12-16,2022-12-16,2022-12-16,B,D,2006,89.3,11 route Nationale 72550 Chaufour-Notre-Dame,72550
72,2022-11-28,2022-11-25,2022-11-24,B,D,,60.3,19 Rue de la Libération 72300 Sablé-sur-Sarthe,72300
72,2021-12-17,2021-12-15,2021-12-15,B,D,2003,130.8,1 Chemin de la Ronceraie 72230 Moncé-en-Belin,72230
72,2021-11-05,2021-11-05,2021-11-04,B,D,1947,38.9,12 Rue Sainte Catherine 72330 Cérans-Foulletourte,72330
72,2022-12-01,2022-12-01,2022-11-30,B,D,1981,121.2,Cour du Coq 72170 Vivoin,72170
72,2021-09-29,2021-08-10,2021-08-10,B,D,1984,46,,72000
72,2021-11-16,2021-11-16,2021-11-16,B,D,2016,45.2,3 Allée de la Bade 72300 Précigné,72300
72,2022-04-06,2022-04-06,2022-04-06,B,D,2005,75,32bis Rue des Rosiers 72290 Congé-sur-Orne,72290
72,2022-06-17,2022-06-17,2022-06-16,B,D,,58.7,Allée Jean Jaurès 72000 Le Mans,72000
72,2022-11-17,2022-11-17,2022-11-16,B,D,,93.3,60 rue du Polygone 72100 Le Mans,72100
72,2022-09-20,2022-09-20,2022-09-12,B,D,2003,56.8,1bis Rue Virette 72400 La Ferté-Bernard,72400
72,2022-06-13,2022-06-13,2022-06-10,B,D,,44.1,26 Rue Bourgneuf 72400 La Ferté-Bernard,72400
72,2022-10-05,2022-10-05,2022-10-05,B,D,,56,10 Place de la République 72270 Malicorne-sur-Sarthe,72270
72,2022-03-23,2022-03-23,2022-03-23,B,D,2007,60.5,25 Rue Banjan 72000 Le Mans,72000
72,2023-02-28,2023-02-28,2023-02-28,B,D,1992,122.4,6 Rue Victor Hugo 72700 Étival-lès-le-Mans,72700
72,2022-04-27,2022-04-27,2022-04-27,B,D,1989,94.1,107 Rue du Fort 72600 Mamers,72600
72,2021-11-25,2021-11-25,2021-11-25,B,D,2002,124.5,11 Allée de la Mission 72270 Villaines-sous-Malicorne,72270
72,2023-07-04,2023-07-04,2023-07-04,B,D,2002,100,3 Rue du Bourdigale 72210 Fillé,72210
72,2022-09-08,2022-09-08,2022-09-07,B,D,,63,58 Rue Saint-Louis 72200 La Flèche,72200
72,2022-01-11,2022-01-11,2022-01-11,B,D,1948,85,19 Rue Principale 72320 Lamnay,72320
72,2022-12-12,2022-12-12,2022-12-12,B,D,2001,19.9,3 cour Saint Damien 72000 Le Mans,72000
72,2022-03-02,2022-03-02,2022-03-02,B,D,2006,93,10 Rue des Alouettes 72110 Beaufay,72110
72,2023-05-11,2023-05-11,2023-05-11,B,D,1992,78.6,2 Chemin des Récollets 72500 Montval-sur-Loir,72500
72,2022-04-27,2022-04-25,2022-04-25,B,D,1992,89,32 Rue de la Pelouse 72000 Le Mans,72000
72,2021-11-30,2021-11-30,2021-11-30,B,D,1947,45.7,95 Rue Nationale 72110 Saint-Cosme-en-Vairais,72110
72,2022-04-08,2022-04-08,2022-04-08,B,D,1947,52.5,31 Avenue du Général Leclerc 72000 Le Mans,72000
72,2022-07-06,2022-07-06,2022-07-06,B,D,1948,19.4,Rue de la Tuilerie 72300 Sablé-sur-Sarthe,72300
72,2022-09-19,2022-09-19,2022-09-19,B,D,,43.7,25 rue du Tertre Saint Laurent 72000 Le Mans,72000
72,2022-02-17,2022-02-17,2022-02-16,B,D,1978,47.4,15 Allée Jean Dolige 72000 Le Mans,72000
72,2022-07-28,2022-07-28,2022-07-29,B,D,1949,56,6bis Rue Barbier 72000 Le Mans,72000
72,2022-02-23,2022-02-23,2022-02-22,B,D,1989,21.7,1 Rue Jeanne dâ€ Arc 72000 Le Mans,72000
72,2022-02-24,2022-02-24,2022-02-23,B,D,1947,88,22 Rue Gambetta 72270 Malicorne-sur-Sarthe,72270
72,2022-02-23,2022-02-23,2022-02-23,B,D,1947,45.5,4 Ruelle des Moul du Gue de Maulny 72000 Le Mans,72000
72,2022-05-17,2022-05-17,2022-05-18,B,D,,59,66 Rue des Etamines 72000 Le Mans,72000
72,2023-03-13,2023-03-13,2023-03-03,B,D,2000,107,20 Rue des Mesanges 72210 Louplande,72210
72,2022-06-09,2022-06-09,2022-06-09,B,D,1992,46.9,1 rue Juan les Pins 72190 Coulaines,72190
