N°_département_(BAN),Date_réception_DPE,Date_établissement_DPE,Date_visite_diagnostiqueur,Etiquette_GES,Etiquette_DPE,Année_construction,Surface_habitable_logement,Adresse_(BAN),Code_postal_(BAN)
72,2023-07-05,2023-07-05,2023-06-27,E,E,,69,3 rue Henri Bergson 72000 Le Mans,72000
72,2023-05-20,2023-05-16,2023-05-16,E,E,1950,40.1,1 rue du Bourg Bas 72100 Le Mans,72100
72,2023-08-01,2023-08-01,2023-07-31,E,E,,55,7 rue Henri Bergson 72000 Le Mans,72000
72,2023-02-15,2023-02-15,2023-01-31,E,E,,49.1,105 rue Toussaint 72000 Le Mans,72000
72,2023-08-30,2023-08-30,2023-08-28,E,E,,107,34 Rue Nationale 72200 Crosmières,72200
72,2023-06-15,2023-06-15,2023-06-15,E,E,,66,50 rue des Marais 72000 Le Mans,72000
72,2023-07-03,2023-07-03,2023-07-03,E,E,,82.5,11 rue Georges Legagneux 72100 Le Mans,72100
72,2023-06-14,2023-06-14,2023-06-12,E,E,,44.6,9 Rue du Marché au Blé 72200 La Flèche,72200
72,2023-09-18,2023-09-18,2023-09-15,E,E,,172.9,Fontaine du Bignon 72300 Précigné,72300
72,2023-03-04,2023-03-04,2023-03-02,E,E,1978,104.5,55bis Avenue Pierre Brulé 72400 La Ferté-Bernard,72400
72,2023-09-18,2023-09-18,2023-09-14,E,E,,73,39 rue du Pré 72000 Le Mans,72000
72,2023-09-04,2023-09-04,2023-09-04,E,E,1984,94.2,6 rue Saint Raphael 72190 Coulaines,72190
72,2023-07-06,2023-07-06,2023-07-06,E,E,,27.9,16 rue de la Belle Gabrielle 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-07-05,E,E,,83,39 rue de Carnac 72190 Coulaines,72190
72,2023-07-05,2023-07-05,2023-07-05,E,E,,83,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-07-26,2023-07-26,2023-07-20,E,E,,42,59 avenue du Docteur Zamenhof 72000 Le Mans,72000
72,2023-02-15,2023-02-15,2023-02-14,E,E,1970,27,194 avenue de la Libération 72000 Le Mans,72000
72,2023-04-09,2023-04-09,2023-04-07,E,E,,87.4,4 rue de la Paille 72000 Le Mans,72000
72,2023-06-12,2023-06-12,2023-06-06,E,E,1972,68,43 Rue de la Poterie 72130 Moulins-le-Carbonnel,72130
72,2023-07-05,2023-07-05,2023-07-05,E,E,,70,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-02-03,2023-02-03,2023-02-03,E,E,,29,53 avenue du Général de Gaulle 72000 Le Mans,72000
72,2023-01-26,2023-01-24,2023-01-24,E,E,1949,83.8,18 Impasse Hauteclair 72560 Changé,72560
72,2023-02-01,2023-02-01,2023-02-01,E,E,1961,72.7,1 Rue des Bercons 72130 Saint-Aubin-de-Locquenay,72130
72,2023-02-09,2023-02-09,2023-02-09,E,E,,94,2 Rue de l'Aumone 72130 Saint-Georges-le-Gaultier,72130
72,2023-03-14,2023-03-14,2023-03-14,E,E,1900,52.7,3 place Adrien Tironneau 72100 Le Mans,72100
72,2023-08-08,2023-08-08,2023-06-28,E,E,,56,3 cours Chateaubriand 72000 Le Mans,72000
72,2023-05-17,2023-05-17,2023-05-17,E,E,,88.2,5 rue de l'Artois 72100 Le Mans,72100
72,2023-01-15,2023-01-15,2023-01-11,E,E,,166,44 Rue Anatole Carré 72500 Vaas,72500
72,2023-03-08,2023-03-08,2023-03-08,E,E,1936,44,rue Lazare Weiller 72100 Le Mans,72100
72,2023-07-25,2023-07-25,2023-07-18,E,E,,27,75 rue Grande Rue 72000 Le Mans,72000
72,2022-03-11,2022-03-11,2022-02-25,E,E,1980,76.8,17 Avenue Jean Loiseau 72270 Malicorne-sur-Sarthe,72270
72,2023-07-25,2023-07-25,2023-07-21,E,E,,52,15 rue des Fossés Saint Pierre 72000 Le Mans,72000
72,2023-07-27,2023-07-27,2023-07-19,E,E,,52,13 boulevard Robert Jarry 72000 Le Mans,72000
72,2023-07-25,2023-07-25,2023-07-19,E,E,,73,2 cours Chateaubriand 72000 Le Mans,72000
72,2023-08-17,2023-08-17,2023-08-10,E,E,,76,59 rue de Saint Aubin 72000 Le Mans,72000
72,2023-06-26,2023-06-26,2023-06-26,E,E,,77.1,3 Rue de la Gare 72440 Saint-Michel-de-Chavaignes,72440
72,2023-07-05,2023-07-05,2023-06-27,E,E,,64,3 rue Henri Bergson 72000 Le Mans,72000
72,2023-06-27,2023-06-27,2023-06-26,E,E,1970,54.6,3 avenue de Montréal 72000 Le Mans,72000
72,2023-07-04,2023-07-04,2023-07-03,E,E,,49,33 quai Ledru Rollin 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-06-27,E,E,,65,3 rue Henri Bergson 72000 Le Mans,72000
72,2023-05-24,2023-05-24,2023-05-24,E,E,1957,113.8,9 Rue du Maine 72300 Sablé-sur-Sarthe,72300
72,2023-08-28,2023-08-28,2023-07-20,E,E,,74,11 rue de Rotterdam 72000 Le Mans,72000
72,2023-07-18,2023-07-18,2023-07-18,E,E,,77.3,44 Avenue du Général Leclerc 72400 La Ferté-Bernard,72400
72,2023-08-21,2023-08-21,2023-04-27,E,E,1978,74.3,11 Rue de lâ€ Ire 72500 Montval-sur-Loir,72500
72,2023-02-02,2023-02-02,2023-01-13,E,E,,168.9,La Laigerie 72500 Beaumont-Pied-de-BÅ uf,72500
72,2023-03-22,2023-03-22,2023-04-03,E,E,,97,3 Rue d'Alençon 72610 Arçonnay,72610
72,2023-04-21,2023-04-21,2023-04-21,E,E,1948,87,6 rue de Belleme 72100 Le Mans,72100
72,2023-07-25,2023-07-25,2023-07-21,E,E,,45,15 rue des Fossés Saint Pierre 72000 Le Mans,72000
72,2023-06-07,2023-06-07,2023-03-08,E,E,1965,90,Porte 6 Rue des Sources 72390 Dollon,72390
72,2023-02-01,2023-01-26,2023-01-26,E,E,1971,43.1,47 avenue du Général de Gaulle 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-06-27,E,E,,55,3 rue Henri Bergson 72000 Le Mans,72000
72,2023-04-18,2023-04-18,2023-04-18,E,E,,66.5,32 rue du Lieutenant de Vaisseau Paris 72100 Le Mans,72100
72,2023-06-09,2023-06-09,2023-05-31,E,E,,230,54 avenue Bollée 72000 Le Mans,72000
72,2023-09-04,2023-09-04,2023-09-04,E,E,1960,52.6,29 Rue Joliot Curie 72120 Saint-Calais,72120
72,2023-03-08,2023-03-08,2023-03-08,E,E,,80,16 rue Auguste Piron 72100 Le Mans,72100
72,2023-03-08,2023-03-08,2023-03-08,E,E,1936,44,rue Lazare Weiller 72100 Le Mans,72100
72,2023-05-04,2023-05-04,2023-05-03,E,E,,75,Lieu Dit la Cailletiere 72340 Chahaignes,72340
72,2023-07-05,2023-07-05,2023-07-05,E,E,,70,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-06-27,E,E,,69,3 rue Henri Bergson 72000 Le Mans,72000
72,2023-04-20,2023-04-20,2023-03-08,E,E,1965,90,Porte 6 Rue des Sources 72390 Dollon,72390
72,2023-06-01,2023-05-11,2023-05-09,E,E,,70,28 rue du Maine 72100 Le Mans,72100
72,2023-08-28,2023-08-28,2023-07-31,E,E,,57.9,30 Rue Gambetta 72400 La Ferté-Bernard,72400
72,2023-03-09,2023-03-09,2023-03-08,E,E,1936,23,5 rue du Capitaine Ferber 72100 Le Mans,72100
72,2023-01-27,2023-01-27,2023-01-26,E,E,,63,45 Rue du Mans 72240 Domfront-en-Champagne,72240
72,2023-03-01,2023-03-01,2023-02-28,E,E,1966,44.3,68 avenue du Général Leclerc 72000 Le Mans,72000
72,2023-09-01,2023-09-01,2023-07-31,E,E,,81,72 rue Compain Laurent 72000 Le Mans,72000
72,2023-07-26,2023-07-26,2023-07-13,E,E,,121.1,30 Grande Rue 72500 Luceau,72500
72,2023-04-21,2023-04-21,2023-04-21,E,E,1973,52.1,6 rue de Saint Malo 72190 Coulaines,72190
72,2023-01-09,2023-01-09,2023-01-09,E,E,,47.1,14 rue Gougeard 72000 Le Mans,72000
72,2023-06-14,2023-06-14,2023-06-14,E,E,1976,54.6,31 rue Pierre Puget 72100 Le Mans,72100
72,2023-06-22,2023-06-22,2023-06-22,E,E,1970,92,9 rue de l'Artois 72100 Le Mans,72100
72,2023-05-23,2023-05-23,2023-05-23,E,E,,134,17 Rue Charles Palier 72380 Sainte-Jamme-sur-Sarthe,72380
72,2023-08-03,2023-08-03,2023-08-03,E,E,,24.3,45 rue de la Mariette 72000 Le Mans,72000
72,2023-05-02,2023-05-02,2023-04-26,E,E,,18.2,28 rue Saint Pavin des Champs 72000 Le Mans,72000
72,2023-03-02,2023-03-02,2023-03-01,E,E,1992,83,16 rue Fernand Davoy 72000 Le Mans,72000
72,2023-07-25,2023-07-25,2023-07-19,E,E,,73,2 cours Chateaubriand 72000 Le Mans,72000
72,2023-06-22,2023-06-22,2023-06-22,E,E,,124.5,265 avenue Rubillard 72000 Le Mans,72000
72,2023-02-08,2023-02-08,2023-02-08,E,E,,101.1,26 rue de l'Angevinière 72100 Le Mans,72100
72,2023-08-28,2023-08-28,2023-08-28,E,E,1970,38,15 rue du Port 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-07-05,E,E,,83,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-02-10,2023-02-10,2023-02-10,E,E,,68,94 rue des Maillets 72000 Le Mans,72000
72,2023-04-25,2023-04-25,2023-04-25,E,E,1948,91,27 avenue Pierre Semard 72100 Le Mans,72100
72,2023-03-29,2023-03-29,2023-03-29,E,E,1969,108.1,91 avenue Ambroise Yzeux 72000 Le Mans,72000
72,2023-06-19,2023-06-19,2023-06-19,E,E,,68.1,22 Rue Marcel David 72200 La Flèche,72200
72,2023-04-18,2023-04-18,2023-04-17,E,E,,56.8,22 rue Jules Verne 72100 Le Mans,72100
72,2023-08-08,2023-08-08,2023-06-28,E,E,,56,3 cours Chateaubriand 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-07-05,E,E,,83,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-04-21,2023-04-21,2023-04-18,E,E,,55,94 rue de Sargé 72000 Le Mans,72000
72,2023-07-01,2023-07-01,2023-06-30,E,E,,114.7,Lieu Dit La Basse Jouanniere 72210 Voivres-lès-le-Mans,72210
72,2023-05-16,2023-05-16,2023-05-16,E,E,,18.8,avenue Rubillard 72000 Le Mans,72000
72,2023-01-17,2023-01-17,2023-01-17,E,E,,119.5,126 Rue Ledru Rollin 72600 Mamers,72600
72,2023-07-05,2023-07-05,2023-07-05,E,E,,83,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-03-29,2023-03-29,2023-03-29,E,E,1971,92,19 Allée de la Mayenne 72300 Sablé-sur-Sarthe,72300
72,2023-04-28,2023-04-28,2023-04-28,E,E,1979,82.9,4 Rue des Chenes De La Tour 72610 Ancinnes,72610
72,2023-03-14,2023-03-14,2023-03-14,E,E,,85.3,24 avenue Olivier Heuzé 72000 Le Mans,72000
72,2023-04-28,2023-04-28,2023-04-20,E,E,,89.3,Lieu Dit Rahart 72500 Luceau,72500
72,2023-08-25,2023-08-25,2023-08-24,E,E,,88,123 rue Henri Champion 72100 Le Mans,72100
72,2023-08-24,2023-08-24,2023-08-16,E,E,,103,93 rue des Maillets 72000 Le Mans,72000
72,2023-05-10,2023-05-10,2023-05-05,E,E,,61.2,18 rue Courthardy 72000 Le Mans,72000
72,2023-04-13,2023-04-13,2023-04-12,E,E,,75.3,5 Rue Nationale 72340 Loir en Vallée,72340
72,2023-04-24,2023-04-24,2023-04-24,E,E,,144.9,7 rue d'Oigny 72000 Le Mans,72000
72,2023-03-21,2023-03-16,2023-03-16,E,E,1969,110,6 impasse des Porteaux 72230 Mulsanne,72230
72,2023-04-12,2023-04-12,2023-03-30,E,E,,84.9,7 Route Felice Nazzaro 72160 Duneau,72160
72,2023-08-03,2023-08-03,2023-08-03,E,E,,72,27 rue des Maillets 72000 Le Mans,72000
72,2023-05-17,2023-05-17,2023-05-16,E,E,1949,131.4,Vivoin,72170
72,2023-03-28,2023-03-28,2023-03-27,E,E,,50.3,70 avenue du Général de Gaulle 72000 Le Mans,72000
72,2023-05-26,2023-05-16,2023-05-16,E,E,1950,32.4,1 rue du Bourg Bas 72100 Le Mans,72100
72,2023-04-25,2023-04-24,2023-04-24,E,E,1948,87,2 rue du Cotentin 72100 Le Mans,72100
72,2023-09-07,2023-09-07,2023-09-07,E,E,,53,67 rue Fernand Tavano 72000 Le Mans,72000
72,2023-08-08,2023-08-08,2023-06-28,E,E,,71,3 cours Chateaubriand 72000 Le Mans,72000
72,2023-08-02,2023-08-02,2023-08-02,E,E,,90.9,2 rue des Mésanges 72000 Le Mans,72000
72,2023-08-28,2023-08-28,2023-08-08,E,E,,94,19 rue de Rotterdam 72000 Le Mans,72000
72,2023-06-20,2023-06-20,2023-06-20,E,E,,45.4,11 Rue de lâ€ Ire 72500 Montval-sur-Loir,72500
72,2023-01-09,2023-01-09,2023-01-06,E,E,,71.9,5 Boulevard George Sand 72800 Le Lude,72800
72,2023-04-13,2023-04-13,2023-04-13,E,E,,113.9,21 Rue Guillaume III de Talvas 72600 Neufchâtel-en-Saosnois,72600
72,2023-08-24,2023-08-24,2023-08-16,E,E,,103,93 rue des Maillets 72000 Le Mans,72000
72,2023-08-08,2023-08-08,2023-08-08,E,E,1965,85,3 Rue des Chardonnerets 72340 Loir en Vallée,72340
72,2023-03-09,2023-03-09,2023-03-08,E,E,1936,33,5 rue du Capitaine Ferber 72100 Le Mans,72100
72,2023-06-13,2023-06-13,2022-11-16,E,E,,39.9,45 allée de la Couture 72000 Le Mans,72000
72,2023-01-19,2023-01-19,2023-01-19,E,E,,81.8,42 rue Pierre Belon 72000 Le Mans,72000
72,2023-09-15,2023-09-15,2023-09-15,E,E,,47,14 rue Gougeard 72000 Le Mans,72000
72,2023-05-26,2023-05-26,2023-05-26,E,E,1970,27,194 avenue de la Libération 72000 Le Mans,72000
72,2023-01-30,2023-01-30,2023-01-30,E,E,1968,66.4,11 Allée des Acacias 72450 Montfort-le-Gesnois,72450
72,2023-04-12,2023-04-12,2023-04-07,E,E,,57,23 Rue de Touraine 72310 Bessé-sur-Braye,72310
72,2023-03-13,2023-03-13,2023-03-13,E,E,1952,109.8,19 Rue de Printania 72200 La Flèche,72200
72,2023-02-02,2023-02-01,2023-02-01,E,E,1949,73,170 chemin des mesliers 72530 Yvré-l'Évêque,72530
72,2023-01-19,2023-01-19,2023-01-19,E,E,,595.4,allée des bigottières 72230 Guécélard,72230
72,2023-07-05,2023-07-05,2023-06-27,E,E,,55,3 rue Henri Bergson 72000 Le Mans,72000
72,2023-08-03,2023-08-03,2023-07-31,E,E,,50,84 rue Grande Rue 72000 Le Mans,72000
72,2023-08-28,2023-08-28,2023-08-09,E,E,,58,57 rue de Saint Aubin 72000 Le Mans,72000
72,2023-03-03,2023-03-03,2023-03-02,E,E,1960,83.3,8 rue Gay Lussac 72100 Le Mans,72100
72,2023-02-07,2023-02-07,2023-02-06,E,E,,60.8,4 rue de Grenoble 72100 Le Mans,72100
72,2023-08-24,2023-08-24,2023-08-16,E,E,,103,93 rue des Maillets 72000 Le Mans,72000
72,2023-08-28,2023-08-28,2023-07-20,E,E,,74,21 rue de Rotterdam 72000 Le Mans,72000
72,2023-02-06,2023-02-06,2023-02-01,E,E,,56,150 Avenue Jean Jaurés 72500 Montval-sur-Loir,72500
72,2023-07-22,2023-07-22,2023-07-20,E,E,,,4 rue des Pans de Gorron 72000 Le Mans,72000
72,2023-03-14,2023-03-14,2023-03-13,E,E,,69.2,180 Chemin des Prés 72240 Bernay-Neuvy-en-Champagne,72240
72,2023-03-23,2023-03-23,2023-03-06,E,E,1979,59.8,106 boulevard de la Butte 72230 Mulsanne,72230
72,2023-08-21,2023-08-21,2023-08-21,E,E,1975,100,18 Rue des Parcs 72310 Bessé-sur-Braye,72310
72,2022-12-29,2022-12-29,2022-12-29,E,E,1965,64.7,21 rue Pasteur 72000 Le Mans,72000
72,2022-05-02,2022-05-02,2022-05-02,E,E,,68.8,2 Rue Pierre Dac 72000 Le Mans,72000
72,2023-07-26,2023-07-26,2023-07-26,E,E,,62,16 rue Fernand Davoy 72000 Le Mans,72000
72,2022-06-23,2022-06-22,2022-06-22,E,E,1949,92.3,129 Avenue de la Forêt 72110 Bonnétable,72110
72,2022-05-02,2022-05-02,2022-05-02,E,E,1971,89.2,30 Rue de Tarrasa 72000 Le Mans,72000
72,2023-05-12,2023-05-12,2023-05-12,E,E,,72,22 rue du Maine 72100 Le Mans,72100
72,2023-01-18,2023-01-18,2023-01-17,E,E,,82.3,42 rue Pierre Belon 72000 Le Mans,72000
72,2022-03-04,2022-03-04,2022-03-02,E,E,1920,146.4,143 Rue Prémartine 72000 Le Mans,72000
72,2022-04-14,2022-04-14,2022-04-14,E,E,1947,69.1,4 Place de l'Hôtel de Ville 72320 Vibraye,72320
72,2022-07-19,2022-07-19,2022-07-19,E,E,,84.8,11 Avenue du 8 Mai 1945 72400 La Ferté-Bernard,72400
72,2022-03-17,2022-03-17,2022-03-17,E,E,1948,77.4,16 Allée Jean Dolige 72000 Le Mans,72000
72,2022-04-05,2022-04-05,2022-04-04,E,E,1975,52.4,2 Rue Alcide de Gasperi 72100 Le Mans,72100
72,2022-02-24,2022-02-24,2022-02-23,E,E,1947,126,9 Rue du Bouquet 72000 Le Mans,72000
72,2023-03-27,2023-03-27,2023-03-24,E,E,,84,6 Rue Albert Calmette 72400 La Ferté-Bernard,72400
72,2022-05-21,2022-05-21,2022-01-12,E,E,,63,22 Rue du Renard 72200 La Flèche,72200
72,2022-10-25,2022-10-24,2022-10-24,E,E,1975,54.2,21 rue du Tertre Saint Pierre 72000 Le Mans,72000
72,2023-08-11,2023-08-11,2023-08-11,E,E,,61.1,2 Chemin de la Perrière 72360 Mayet,72360
72,2023-06-12,2023-06-12,2023-06-09,E,E,,78,84bis rue des Cochereaux 72000 Le Mans,72000
72,2023-07-27,2023-07-27,2023-07-26,E,E,,49,60 rue de l'Eventail 72000 Le Mans,72000
72,2023-03-20,2023-03-20,2023-03-20,E,E,1970,96.6,Cour de la Longraie 72110 Bonnétable,72110
72,2023-06-14,2023-06-14,2023-06-12,E,E,,87.1,2231 Route de Saint-denis 72470 Saint-Mars-la-Brière,72470
72,2023-06-22,2023-06-14,2023-06-14,E,E,1961,52.7,11 avenue de Paderborn 72000 Le Mans,72000
72,2022-10-26,2022-10-24,2022-10-24,E,E,1962,79.7,55 rue des Goncourt 72100 Le Mans,72100
72,2023-07-05,2023-07-05,2023-07-05,E,E,,83,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-07-05,2023-07-05,2023-07-05,E,E,,83,11 cours Chateaubriand 72000 Le Mans,72000
72,2023-08-24,2023-08-24,2023-08-16,E,E,,44,93 rue des Maillets 72000 Le Mans,72000
72,2022-09-21,2022-09-20,2022-09-20,E,E,1946,74.3,35 rue du 11 novembre 72100 Le Mans,72100
72,2023-07-11,2023-07-11,2023-07-11,E,E,,12.5,60 avenue Henri Lefeuvre 72100 Le Mans,72100
72,2023-04-12,2023-04-12,2023-04-12,E,E,,91.9,6 Rue des Ruelles 72260 Les Mées,72260
72,2023-03-15,2023-03-15,2023-03-14,E,E,1977,51,2 Rue des Cytises 72600 Mamers,72600
72,2022-06-22,2022-06-22,2022-06-22,E,E,1964,78,5 Rue Abel Charleau 72100 Le Mans,72100
72,2022-07-17,2022-07-17,2022-07-13,E,E,,55,7 Rue Ledru Rollin 72160 Connerré,72160
72,2022-01-30,2022-01-17,2022-01-17,E,E,1900,65.3,23 Rue du Levant 72000 Le Mans,72000
72,2023-08-17,2023-08-17,2023-08-10,E,E,,58,59 rue de Saint Aubin 72000 Le Mans,72000
72,2023-03-28,2023-03-28,2023-03-27,E,E,1974,88.5,12 Rue de la Brière 72610 Fyé,72610
72,2022-04-19,2022-04-19,2022-04-13,E,E,1930,86.8,7 Rue Beduet 72500 Montval-sur-Loir,72500
72,2023-05-31,2023-05-31,2023-05-31,E,E,1955,93.5,16 rue des cerisiers 72000 Le Mans,72000
72,2023-09-01,2023-09-01,2023-09-01,E,E,,312,Lieu Dit la Boisseliere du Val 72600 Saint-Rémy-du-Val,72600
72,2022-10-14,2022-10-14,2022-10-13,E,E,,59.9,25 rue Claude Hilleret 72000 Le Mans,72000
72,2022-10-18,2022-10-18,2022-10-14,E,E,,105.9,3 allée Jean Dolige 72000 Le Mans,72000
72,2023-04-21,2023-04-20,2023-04-20,E,E,1948,87,15 rue du Docteur Roux 72100 Le Mans,72100
72,2022-04-03,2022-04-03,2022-03-29,E,E,1947,61.1,2bis Impasse du Prieuré 72440 Tresson,72440
72,2022-09-07,2022-09-07,2022-09-07,E,E,,70.8,boulevard jean jacques rousseau 72000 Le Mans,72000
72,2023-01-30,2023-01-30,2023-01-30,E,E,,115.7,13 Place du Marché 72210 La Suze-sur-Sarthe,72210
72,2022-05-03,2022-05-03,2022-05-03,E,E,1955,77.5,23 Rue Ambroise Paré 72000 Le Mans,72000
72,2023-07-27,2023-07-27,2023-07-26,E,E,,68.6,182 rue de la Grande Maison 72000 Le Mans,72000
72,2022-07-19,2022-07-19,2022-07-19,E,E,,61.9,22 Rue Ledru Rollin 72160 Connerré,72160
72,2023-05-10,2023-05-10,2023-05-10,E,E,,51.7,29 rue Raspail 72100 Le Mans,72100
72,2022-10-20,2022-10-20,2022-10-20,E,E,,62.8,4 rue d'Arromanches 72100 Le Mans,72100
72,2022-07-26,2022-07-26,2022-07-26,E,E,1965,85,13 Rue Francois Arago 72000 Le Mans,72000
72,2022-06-20,2022-06-20,2022-06-20,E,E,,66,127 Rue Henry Delagenière 72000 Le Mans,72000
72,2023-01-16,2023-01-16,2023-01-06,E,E,,143,40 Avenue de la Division Leclerc 72170 Beaumont-sur-Sarthe,72170
72,2023-04-17,2023-04-17,2023-04-17,E,E,1948,90,2bis rue du Val de Loir 72100 Le Mans,72100
72,2022-06-18,2022-06-17,2022-06-17,E,E,1900,83.8,1 Rue Jean Fouassier 72230 Moncé-en-Belin,72230
72,2022-10-17,2022-10-17,2022-10-17,E,E,,76,26 rue Letouzé 72100 Le Mans,72100
72,2023-03-20,2023-03-20,2023-03-20,E,E,,71.2,4 rue des Faisans 72000 Le Mans,72000
72,2023-01-19,2023-01-19,2023-01-19,E,E,,142,rue des Capucines 72190 Sargé-lès-le-Mans,72190
72,2023-02-20,2023-02-20,2023-02-20,E,E,,95.2,151 Avenue de la Forêt 72110 Bonnétable,72110
72,2022-05-21,2022-05-21,2022-01-12,E,E,,63,26 Rue du Renard 72200 La Flèche,72200
72,2022-04-08,2022-04-08,2022-04-08,E,E,1900,55.5,2 Impasse de la Madeleine 72500 Montval-sur-Loir,72500
72,2023-08-01,2023-08-01,2023-07-27,E,E,,98.6,67 avenue du Général de Gaulle 72000 Le Mans,72000
72,2023-03-15,2023-03-15,2023-03-15,E,E,,43.4,1 rue des Edelweiss 72000 Le Mans,72000
72,2023-08-07,2023-08-07,2023-08-07,E,E,,50,14 square du Moulin l'Evêque 72000 Le Mans,72000
72,2023-05-08,2023-05-08,2023-04-18,E,E,,105.5,Le Petit Cassereau 72320 Valennes,72320
72,2023-09-14,2023-09-14,2023-09-14,E,E,1968,107.1,12 rue Marc Sangnier 72100 Le Mans,72100
72,2023-01-17,2023-01-17,2023-01-17,E,E,,89.9,rue de Claircigny 72000 Le Mans,72000
72,2022-04-08,2022-04-08,2022-04-08,E,E,1947,50.4,69 Route du Mans 72220 Écommoy,72220
72,2023-08-28,2023-08-28,2023-08-09,E,E,,58,57 rue de Saint Aubin 72000 Le Mans,72000
72,2022-11-16,2022-11-16,2022-11-15,E,E,,72.8,13 avenue du Général de Gaulle 72000 Le Mans,72000
72,2022-06-03,2022-06-03,2022-06-03,E,E,,156.3,24 Rue Saint André 72000 Le Mans,72000
72,2023-05-14,2023-05-14,2023-05-11,E,E,,92,18 Rue Nationale 72110 Saint-Cosme-en-Vairais,72110
72,2022-03-29,2022-03-29,2022-03-29,E,E,1947,65,38 Rue Fouquet 72000 Le Mans,72000
72,2022-05-03,2022-05-02,2022-05-02,E,E,1989,66,18 Rue Montbarbet 72000 Le Mans,72000
72,2023-04-25,2023-04-25,2023-04-24,E,E,,132.1,la Haute Bredouillère 72800 Luché-Pringé,72800
72,2022-06-11,2022-06-11,2022-06-07,E,E,1973,64.7,4 Rue du Parc 72400 Cherré-Au,72400
72,2022-09-08,2022-09-08,2022-09-07,E,E,,89.7,38 Rue Prémartine 72000 Le Mans,72000
72,2023-08-07,2023-08-07,2023-08-07,E,E,,52,20 rue Letouzé 72100 Le Mans,72100
72,2023-01-12,2023-01-12,2023-01-12,E,E,1949,78.7,6 Rue Angevine 72300 Solesmes,72300
72,2023-07-19,2023-07-19,2023-07-10,E,E,,112.6,27 Rue Belleborde 72200 La Flèche,72200
72,2022-04-01,2022-04-01,2022-04-01,E,E,1948,65.9,27 Rue de Balançon 72200 La Flèche,72200
72,2022-08-10,2022-08-10,2022-08-10,E,E,,75.2,22 Rue Mansart 72000 Le Mans,72000
72,2023-03-24,2023-03-24,2023-03-24,E,E,,93.9,36 rue des Batignolles 72100 Le Mans,72100
72,2022-09-01,2022-09-01,2022-09-01,E,E,1948,52.4,147 Rue de Ruaudin 72100 Le Mans,72100
72,2023-07-05,2023-07-05,2023-06-27,E,E,,69,3 rue Henri Bergson 72000 Le Mans,72000
72,2022-09-01,2022-09-01,2022-08-09,E,E,,93.4,6 Rue des Abeilles 72000 Le Mans,72000
72,2023-03-08,2023-03-08,2023-03-07,E,E,1936,44,rue Lazare Weiller 72100 Le Mans,72100
72,2023-04-25,2023-04-25,2023-04-25,E,E,1948,90,22 rue du Val de Loir 72100 Le Mans,72100
72,2023-09-15,2023-09-15,2023-09-15,E,E,,39.8,48 Rue du Stade 72600 Mamers,72600
72,2023-05-26,2023-05-26,2023-05-26,E,E,,65.1,rue de Parence 72530 Yvré-l'Évêque,72530
72,2022-09-13,2022-09-13,2022-09-13,E,E,,202.3,17 Rue Montoise 72000 Le Mans,72000
72,2022-06-03,2022-05-30,2022-05-30,E,E,1945,62.3,32 rue Courard 72100 Le Mans,72100
72,2023-07-05,2023-07-05,2023-06-27,E,E,,65,3 rue Henri Bergson 72000 Le Mans,72000
72,2022-09-12,2022-09-12,2022-09-12,E,E,,73.9,156 Avenue Bollée 72000 Le Mans,72000
72,2023-09-06,2023-09-06,2023-09-05,E,E,1980,44.4,134 rue Nationale 72000 Le Mans,72000
72,2023-05-31,2023-05-31,2023-05-24,E,E,,83,26 Rue de l'Eglise 72240 Conlie,72240
72,2022-09-21,2022-09-21,2022-09-21,E,E,,88,1 rue de Londres 72190 Coulaines,72190
72,2022-01-26,2022-01-26,2022-01-24,E,E,1947,135,2 Route des Chapuisières 72380 Joué-l'Abbé,72380
72,2023-05-24,2023-05-24,2023-05-24,E,E,1971,100,47 rue des Cygnes 72000 Le Mans,72000
72,2023-06-09,2023-06-09,2023-06-07,E,E,,60,32 rue du Puits de la Chaine 72000 Le Mans,72000
72,2022-04-18,2022-04-19,2022-04-15,E,E,1947,75.8,17 Rue Saint Victeur 72000 Le Mans,72000
72,2023-04-19,2023-04-18,2023-04-18,E,E,1900,58.8,17 Place Saint Avoie 72130 Saint-Ouen-de-Mimbré,72130
72,2022-09-23,2022-09-23,2022-09-23,E,E,,79.4,83 Rue des Calots 72400 La Ferté-Bernard,72400
72,2023-02-06,2023-02-06,2023-02-01,E,E,,68.4,53 Avenue Pierre Brulé 72400 La Ferté-Bernard,72400
72,2022-05-18,2022-05-18,2022-05-18,E,E,,77.9,24 Rue de Monthéard 72000 Le Mans,72000
